signal1,signal2,signal3,signal4,signal5,signal6,signal7,signal8,signal9,signal10,signal11,signal12,signal13,signal14,signal15,signal16,signal17,signal18,signal19,signal20,signal21,signal22,signal23,signal24,signal25,signal26,signal27,signal28,signal29,signal30,signal31,signal32,signal33,signal34,signal35,signal36,signal37,signal38,signal39,signal40,signal41,signal42,signal43,signal44,signal45,signal46,signal47,signal48,signal49,signal50,signal51,signal52,signal53,signal54,signal55,signal56,signal57,signal58,signal59,signal60,signal61,signal62,signal63,signal64,signal65,signal66,signal67,signal68,signal69,signal70,signal71,signal72,signal73,signal74,signal75,signal76,signal77,signal78,signal79,signal80,signal81,signal82,signal83,signal84,signal85,signal86,signal87,signal88,signal89,signal90,signal91,signal92,signal93,signal94,signal95,signal96,signal97,signal98,signal99,signal100
1.4478567560250823,0.49050474937507715,0.29760141575098437,-2.0848137325175737,-0.9949282869860444,-0.13033807618419646,-0.4933369748166215,0.4086378870072586,-0.05659301722986395,-0.6956531450631043,-0.07448298000481392,-0.3472290859705368,1.025869997324056,0.8134007716134224,0.3211582600930764,-2.7023004809044164,0.32087922934752644,0.13950365229517822,-1.3713783642412298,1.0663711091244417,-1.815472221710985,-0.6646311885242584,0.5211354589739743,-0.8351616304755279,2.4417528284357113,0.39824292902419667,1.846850088986995,1.2142368427478512,-3.0057246031942735,-1.7567502764447778,-0.8021474309927156,-0.9789118687324219,0.30158963931423355,0.8223691096756811,0.85212486313723,-0.0842944038217205,-0.4512175550950729,-0.9042842564824327,0.18438270719584365,-1.3844978869985884,1.0522470926646874,1.8594978951441536,-0.024587008096256736,0.09362570542835846,2.425147788854166,2.0221784712540076,0.06251750557990056,3.907582538514973,-0.0402353101256994,-1.3303177034750797,0.7068950943730088,-0.4134609317013675,-0.5148799479107995,-2.003857876076263,-0.22422678660265946,2.3635234907602625,0.25347813549566367,-1.2290648879395212,0.23701413915701006,-1.4963995353446584,0.7572274458476769,-0.7270340749637471,1.769039325702732,-0.08418100442858631,-0.4190833075652692,1.2463859848539705,0.06536119241221171,0.3086520672739084,0.3837485688147602,1.8518398752876297,-0.1186761234392095,-0.1292737222482361,0.4882610845109991,-0.14511379374974986,-0.07699954508609004,0.7151800447116244,-1.0236268277080658,1.556903556607072,1.61577628262995,-1.7831439882917248,1.8231741897447944,0.46882214489197716,0.005686569462547225,0.5234649491399083,0.21104765000393982,-0.32481236005932795,0.6277682062770361,1.3911745501721131,-0.34893165036240686,-0.8322419988591511,-0.9270974416028956,-0.7277500511076634,-1.1133689504649704,-0.19168583611692164,-0.12793480095103996,0.4009842045313749,2.096985346750683,0.6127042298835264,1.7322664049342766,1.2712557592326368
-0.43177494473205646,-0.516472280874951,0.5796484130862224,-1.1691334276150083,-1.2377945686724843,0.5118135289395439,0.6966112131124975,-0.05945553807599219,-0.27256003031347864,-0.14548219756833147,1.967695401358814,-1.351500901359676,0.09530677994447312,0.40174745187596356,-1.8144671234702459,-3.7491409791177563,-1.4200856117176992,-0.22702352606738785,-0.7238686020773707,1.1498754843920347,-2.4934865282760814,-0.9656528179876451,0.385414972186248,-0.07762829503672386,2.6578119249475076,1.0491424641889606,0.2766568747669893,0.7729251294075365,-1.6471777190175945,-1.818019302572818,0.4975452799979829,-0.962321542476096,0.8729257302421632,2.6092245833487175,1.3585152258951556,0.39242438541204794,0.693436400496022,-1.487526201464704,-0.6603458046758159,0.06808987452149151,2.086575841848241,1.1813253006177502,2.143635421838564,0.6622304188553488,1.9046666048871617,1.680085425797419,0.015690028952220235,1.3346810996347338,0.4252990519417962,-2.0306706640139778,3.598807099589105,-0.17655909122201782,0.27609280960215127,-1.2118873767741167,-0.8954306361875264,0.9395522292251203,1.0690864131024982,-2.1805880915830524,-0.33853923055915924,-0.6857625949254605,-0.5864815548911537,-0.2088265332816417,2.589857153912989,-0.06876620488786409,-0.4940324931575834,1.2271023465653847,1.1893041729361034,-0.2629779257090371,-0.2607201904891634,2.574650126878713,1.788758254873395,0.8872554405004279,-0.17427081173536624,0.351872014225379,0.5185533102542796,1.922434074403018,1.1007783520647743,1.3032696314921999,0.1714945956237044,-0.43747617589677346,1.4440827393328668,-0.7508917098097659,1.181208365536102,1.7670384477003203,1.4497548926568213,-1.8959107449802817,0.6085563745172723,1.349001365732057,-0.10817365716717536,-1.3362874085795466,-1.3016876255617982,0.15293594753040662,-2.0450107321819897,1.3084841518561017,0.12934969164786048,1.122478427079714,1.5155593339578293,-1.143356874129249,1.0646738941739198,0.24351118447911646
-1.3586432588445412,0.4344118267341929,0.05144866473916665,1.4545889208250766,-2.732146568483979,0.40156757636771495,1.620862797385664,-0.8927142585603153,-1.5134698402819509,0.3180710534046074,1.2713186411742796,-0.0677340702183894,-1.6590536234049817,1.9210511469285447,-0.9380526649119811,-4.626332532176358,-1.7411075981502961,0.48964234257921896,-1.6555923485695414,2.1090120712614002,-2.2941648848637484,-0.03738360027531007,-1.0029100834629419,-0.10042540580462894,2.9857593426367037,-0.3596994593422783,-0.25576516911537295,1.150682610515241,-2.154090124962303,-0.877616786649404,1.722315374152585,-0.2580161880629438,-0.2920769436114524,2.608890415621014,0.869018298634578,0.9028465112328341,1.245456190192792,-1.6157899102504638,-0.48613011841961373,-0.6088756487040419,-1.0100033697957094,0.5266856281050352,1.224186275268179,-1.5616557948441798,0.7068715109980451,1.3749249134232164,0.23011736939816463,1.7556227678603782,0.3021378790104712,-0.04783207109684007,2.694280881893631,-1.2787543776896428,0.7700176480087587,-0.32504710461896824,0.9829570813882824,0.4932870818200664,0.7017489266561561,-3.858721512948321,-0.7971619892609263,-0.004232498001407903,-3.2005624365258782,-1.3429529607853927,1.6741733902001708,-0.9733115498951749,0.02683689981379661,-1.5772673537786908,1.874263038613603,-1.903945973534963,-3.1225988957213566,3.391528822978566,1.0390428209144862,0.00868581504030197,1.0392824759029606,0.2748743297427862,0.017898355139182198,3.540567362290587,0.5655916829366892,1.4022733946987727,0.18607089732407883,-0.34101046697997506,-0.24393002994804114,-1.3220379450754232,0.3593563637281449,0.4836538479511163,-0.017497393837965447,-1.4334140611042452,0.0993957669580311,0.8559657189927994,0.03562087434280965,-1.128623963700148,-1.9424290675373803,0.8880088366506673,-2.3194573944644095,1.3396133639747396,0.7886116450241084,1.3121450278655762,0.8943257354735761,-1.2940590176887588,-0.2533293257826401,-0.2411022277006529
0.14049610147446678,1.835500640092038,-2.1116131222316774,0.42764529615527447,-2.0143158693405048,-0.16247527802828887,2.7744052350620176,0.39395673886695426,0.41146794000766307,-1.002114277704392,0.8824880458885566,0.024853436062153338,-1.5367724830864002,1.0871258096157552,-1.8091072840382114,-3.244529237229676,-1.8597233550257686,1.2289977416622977,-1.2775276712034325,1.1180637828735238,-1.1551736131978583,1.762139950752822,-1.6684181245272176,-1.4865262627730764,2.4279723510825697,0.6076208517344078,1.7430482317632863,1.327732422392692,-3.0127561063497446,-0.016692024844240927,1.351945970093206,1.2605604797653558,1.099432045355752,1.8716746135716487,1.2993735610312063,-0.19777709928453535,0.3691675869848693,-0.9177202848904795,-0.29036550436512126,-2.854379425526046,-0.245795244816727,-0.011735049617264626,0.2458887992744584,-2.793482175721237,0.08019557494879115,-0.38836529896172634,1.399554231211194,0.2506049031072539,0.5237491928274551,-0.4173243350585911,2.1140248143552642,-0.738690022343954,1.9059108189442155,-0.42951034645200503,0.045935240477882555,0.023478026915998096,-0.42677827289211095,-3.8945015681658823,1.342168507166265,0.790642940210242,-2.5158172099576066,-0.2572211364811632,1.629938370316493,-0.6294495893787496,-1.513328369167194,-0.725034333321228,0.6534400106112491,0.2139214057936254,-1.2019364813602695,1.7470957549475314,1.1145107938140284,-2.1032854970345527,2.986357655847059,0.6304717682444506,-0.11164348572740855,3.5799040213671267,-0.06629777395895514,1.6089192550019642,-0.27680875692105145,0.33873689346428115,0.7358029908182502,0.30244902555051967,2.3098088133253247,-1.2163370892193548,-1.026742012263706,-1.1741490223664086,-0.5335218739171363,-0.9044884841020431,0.557350929224956,-1.2552003038419892,-1.4056022832183994,-1.3567738179232833,-1.5866742737177082,2.2222844742256243,0.4824284316328824,0.8891994254754586,-0.35001740231250833,-0.3394003543672577,0.7113882970568323,-0.8990506824957631
-0.7304672398604706,1.035496077998972,-1.3228867541984157,-0.719483591879272,-0.8491153963862811,-0.4779542497743474,0.14000151492372526,-1.0402606708885376,2.3128821813201013,-0.819495459922478,0.7193422406980206,-0.4528869773734177,-0.9550624600307863,0.8578740665590278,-0.9973803425276482,-3.004007728301786,-1.9874747193113917,1.556851432197284,-0.5319889710702423,-0.7743295039404812,-0.611848680215723,0.9167241727517839,-1.7000884937765173,-0.20830736058182275,1.9176937789610753,1.7402477260034808,0.7159436703274257,-0.14781872184830236,-2.5230876946434235,0.16954512276157213,0.7845969213320007,1.688528914384214,0.24005154816937369,1.3712545809204992,0.7720318798179049,-0.6306326577351208,0.3801208920820216,-0.5284456689263708,-2.5251387065482365,-2.531313331416609,-1.100683675431504,0.9197519956351781,-0.22776733945790925,-1.4578533006904697,-1.5525938011093554,1.6195701168530816,0.6925068834456686,-0.3274019521648174,-0.8053274216548328,0.19632668839757939,0.8455917003114187,0.1710482556257552,-0.82291253670257,1.6737423233670732,0.1594759528882269,1.2215331926046284,-0.6838377592335869,-2.7283577980281697,2.6581008987228403,0.45884790139768206,-2.9087382099541603,0.018845446042717873,3.1165731959158434,-1.0492296242693073,-1.9953475993593903,-1.253555419133793,1.4239067415398403,1.9988335635028331,-2.4231121090597947,-0.044404285752626116,-0.6232631099291538,-0.2400649533541821,2.5135065962356746,1.311935015380921,-0.9029861282578099,2.129253861981505,0.6351828860482976,2.208380141969047,1.0239337533284087,0.9082827916541527,0.31508808769893504,0.8236220590882404,1.5211029863902155,-1.9066208196467962,-1.6259725969917085,-0.26057791344049397,-0.9325330341874754,-0.2594990855023937,0.1289524905772298,-2.241388908062377,-1.3506158001426338,-0.22650670219804692,-2.6114027519219736,2.1806672200634254,0.06634369142079916,-0.39242115936523114,-0.4220954230505193,0.2849301970366468,0.015608210327481942,-2.5106433865387934
-0.5792671976214531,0.9585162033352355,-1.0484933168944737,0.9134712929212435,-0.7114558335092305,-0.988397845533485,-0.9794124948210741,0.5836056509542435,1.4128357440813761,-1.1784527591410838,1.0529388830104514,-1.6580795766029714,-0.8061299187735316,-0.2160705514972776,-1.8508998033432933,-0.9716207969493649,-1.2392158250343086,2.3925016536302923,0.2161206306730959,-0.6647623215113722,-0.6335052404238535,-2.410138230958698,-2.732495684722399,0.5076570458089752,0.9330767108972378,0.9340778330594934,0.5258025634062575,-0.17062380347930484,-1.697270386163955,-1.4822653321799755,-1.6229127571437392,2.2706884812066064,-0.6869377370671869,0.40904213228419006,0.3574911670556906,0.12151558280198554,1.1531129164547373,-0.39714812550710565,-2.4403741846465676,-1.174766503404721,-1.7587680821065153,-1.2858854233817105,-0.14882869982153743,-2.7250560209819863,1.960824047294401,1.3092576771765512,0.878459318820611,-0.9063415814483626,-1.7059347206383142,-0.5590566432016916,1.0224714362444458,-1.5695872639791824,-0.7788570975861188,1.6649543818783463,0.4942581959513745,0.5673078638027316,0.2876210490786835,-3.0520193976043677,1.6253875409157446,0.7359309892453046,-3.318529036101644,-1.0987857986368406,3.4462984078806818,-2.8315251188727175,-0.9722748944490265,-0.4756561147583475,0.22707225832344902,1.0018353574370282,0.5775692414329721,0.29661480822757436,1.1276252587559181,-1.21937881987871,0.30906034067534516,0.253827688169581,0.0008980076873973397,2.444830304622911,2.6520687293912957,1.7588604414072129,1.128354420306768,1.1800471244663326,-0.5755448645212663,-0.024605136913731673,1.5346779668712527,-2.1154094804601984,-1.597704564529507,0.9563190574125868,-0.4103251619992546,-0.7328453875322734,1.0217663622038633,-2.5202494054115077,0.23660983218214293,-1.6440501922397701,-2.128864297394396,0.020736878233230005,0.29880851028432215,-0.21829397236674794,0.4670860733661842,0.7022117724581572,-0.40257092037745784,-1.5777224751459036
-0.17673774317017277,-0.8641644167956954,0.035522860811618595,2.1910108112038413,-2.8159712885144828,-0.8197363894542654,0.5623245286326622,1.5038479678331813,-0.15211982145959935,-2.38475535899419,0.052135521131600915,-0.9727174737736957,-0.47174995360341765,1.6632024353576027,1.3941804898102905,-0.943010703379047,-0.8597660842877866,1.1602732427719862,0.4828383861523805,-1.8586418359027947,0.15291637047731765,-0.4304365294570711,-3.1732294373089376,-0.2898852483065654,1.0954986739115795,0.04594058977616988,-1.0510371271978827,-0.9820326156670312,-0.9669439604957466,0.4786413545722461,-1.8819549767187405,1.9826321120008663,-0.1636487804457113,0.7830954720469943,1.8073083045432161,-0.7410197261215757,1.6501762758222256,-0.27255212765372816,0.6507061609490412,-1.1326517155564124,-1.162627088361987,-0.4319683225456983,-0.009087043205501077,-2.924884308500559,1.2097987757597664,1.718014741017191,0.40071411016180125,0.7815522882829091,1.4101473642513946,1.1824124742411855,1.114269812254025,-0.3710377081317633,-0.03422900786381988,1.5388062701441811,-1.0296629874291945,-1.4143173708910397,-0.25794374164336353,-3.3246018681195886,1.900543361196708,1.3909832056218643,-4.785190141001866,-0.9097355882678002,2.7901057731352013,-2.644146058058992,-0.22714836269480698,1.29730422147871,-0.7025847331097027,2.2431081153605787,1.1201308175161162,-0.043915495987824016,1.7279713627609583,-1.3151162929089413,1.0154593757947585,1.119499398457434,-1.5263726395631758,1.974920300141819,1.9190675216972868,1.3604294314493914,1.7827514309859123,-0.5543875542433733,-0.8147786121250682,0.5360986700231214,1.0195563855036684,-0.9527718990198973,-1.845894778198911,2.239354097782184,0.5067439050045424,-1.225193755491027,0.7353811332198372,-1.5542152706106318,0.08700564345708056,-0.6534333349548513,-2.4092737855534883,1.1958380908265311,2.6184865113569553,1.498583815032749,0.3729252046899376,2.8714927187160235,-1.10606880986246,-2.6603635067470472
-0.1398502083494896,-0.8289278474095431,-1.2422910873414634,1.8854897132500734,-2.0629548739370542,-0.06879513040118967,0.46544621742851955,2.0877653002919763,0.2818152884006538,-2.6580163242768373,0.2916721673427485,-0.7380453966637105,-1.6581036447704351,1.0476619146823694,0.4146365531650461,-0.549144131104913,-0.3306793659263882,1.2865523175436522,0.10257056654028324,-2.9170827520907894,-2.082968376263065,-1.319025959393164,-2.470568355391445,-0.4469121119442303,0.9835057370137369,-1.1106598700346282,-2.0128593401444475,-0.9703317862173537,0.3095551084006545,0.2723404277015945,-1.0221258998275795,0.13840171931137868,0.24236727048550344,1.5593637574446817,1.6697269159011983,0.5758829984160415,1.9544479798632868,-0.03384150689370946,0.23205713837475372,-1.3588882352117857,-0.35094351022459125,-1.834137797388355,-1.1696386878764338,-3.4292430792970214,1.0068581379646941,0.2846326597488805,-1.0615093765283055,1.623220737715771,0.22266993375619248,-0.051400046471166916,0.2027567543412243,0.3706342561148756,1.1902289141700666,0.6694610237399935,-0.17648840147246858,-1.0702948191688773,-0.18161865905328092,-2.415945481621208,-0.023925833464793378,2.4903338497160044,-2.339472473775036,-3.4012746239911777,2.9332993198061996,-2.6296818729062834,-0.34113228456501865,3.0270784971820834,-1.477761483123388,1.111988503956239,0.9271623692605138,0.5813895873433595,0.7534168954407581,-0.14476095678417156,2.26543183968319,1.0681461941604578,-1.4320889402079304,0.23202883819966225,1.1964451340327757,2.8759146431596028,2.7327149536236117,0.48810811952525657,0.589817512608016,0.46784553183172783,-1.4244773079787345,-0.8648264992374098,-1.945505617121833,1.6538357754774111,0.7073836031745385,-1.1152338535075872,0.7437222745742609,-0.9020738186960332,0.13560565656320583,-1.0489257804533523,-1.7172368385594903,0.7375947175834504,1.7915991208391526,0.6673822237121141,1.4901621534055787,2.360661781202199,0.07254303190504796,-3.0475750082795274
-0.8977926222843603,-0.8647227253233327,0.9097295735517668,0.5200328059243098,-0.6503843407560728,0.14915216329973008,0.5297026744587797,0.8469994037412633,0.37896962720312866,-1.0863161396938235,0.7436253658884829,0.2918546335533043,-0.6417761544260299,0.785452580315023,-0.30189238074928976,-1.233155656909045,0.5768484301323245,2.2719724961270775,0.6553972909529588,-2.5872922321362153,-3.5135289695470773,-0.4558228257996616,-1.49674892211658,-0.893197186060618,0.8479931499110535,0.3427050336107297,-1.430850131371081,-0.8612298108783185,-0.13348608467612935,1.6111941519223203,-2.1474570767119356,-0.675299530966897,0.21518661729489097,1.071039780805401,1.1279041051871344,0.3037260911394469,-0.3729613468521431,0.28354933051380127,0.9557653519620883,-0.7873684461607161,0.3792607692708715,-2.0625067736079896,-2.6424701206010415,-3.2074608882732942,1.0685099371204112,-0.8969255335186408,-0.11865337935902764,1.2462411878938948,0.24116654440840463,0.44854802571250285,0.27269257035605843,1.241186929296193,0.9986219223994813,0.758263265721492,-0.6002569244330429,-0.15856105179653635,0.3777779263372224,-0.4028533639935725,0.004394504462756629,4.965755712006834,-1.9145222077365,-0.8205602178810623,1.9120612714681897,-2.41700713370448,-1.0952800136831526,3.3156457908249672,-1.528509945058724,3.6407936365318054,0.44484202255149213,-0.22234134755091212,1.6499092351773053,-0.4124097170774827,2.4596885545182663,1.8478644868339509,-0.7886773019734289,1.1505422562513539,0.15856319801208885,3.152000756782521,1.7707457022139417,0.7198507622256575,0.4349670553761072,0.7035022214152471,-1.1743862345857972,1.4571999581501842,-1.760326398025101,1.9271249004733306,-0.14198650826918185,-0.6334022294319628,0.7905373176547734,0.21050595395677318,0.9195765293632642,-1.018883428150156,0.7370966845557916,1.5433350854908805,1.9321155574711384,-0.7891961413133886,0.7357775818522889,-0.6393580518406121,-0.22038769643457606,-2.058939895070297
-0.05270297497408816,-2.7033687920170646,-0.1726300189573451,-1.3259376721030116,0.06308462566336254,-0.16722710143512462,0.8879640196915795,-0.6436277183889098,-0.7020508917800435,-0.03908772466007926,0.24105136464479088,0.9974347921269919,2.1030131977612445,0.5994401950198113,-0.5450914762226065,-1.8456992773599503,0.44958035580787464,0.03611395381166882,-0.66863567240511,-2.046502939967707,-3.427808880297629,-0.18499209844931414,-1.7229380679633173,-1.649076251653574,0.6285930611416927,1.4583344758180095,-0.3333693038900225,0.5179904090736801,-1.6182712006544553,1.654446363197428,-1.562374567792665,-1.0537632199048859,1.3653773069089175,1.050615196014547,1.275471902041839,0.6647019793662103,0.2312447011694278,-1.2293320712097058,0.31844037489954796,-1.1798893468015224,-0.5501983870157618,-1.0427614717204055,-1.0746884741537341,-1.0127801172622473,-0.6733209478276454,0.2512914828199252,1.0274832008160795,2.2920562487046094,0.6405973964833325,-0.6271598019416295,1.4346874775999523,1.2665753305706544,-1.079265426830747,0.011571641029934687,-0.3922308876734109,-0.017685920404851188,-0.6476946884818076,-2.699187890490071,-0.9374269651645964,4.298621107728936,-0.818476020840421,0.4578772119669391,1.0341884421204277,-3.047163431146458,-0.8030352993917259,0.42028963379509543,-0.9248217113406618,2.71271219166602,-0.7659688477197875,-1.2248076722625845,1.5473415280701812,-0.4198669568403576,2.9442053975431195,0.4455360887735007,-0.609455253688703,-1.7060660097008369,2.0216471028722878,1.3530229160973832,3.2538950163954303,0.6451229010965329,1.0140944032455244,-0.2794194496107495,-0.5450892420357258,1.3510080074221595,-0.08670367005172608,0.9429643823233588,-0.7689716035022657,1.2900644680851467,1.3442359688728889,0.2814040142563158,1.2969100306168453,-1.2706776436352438,-1.1393636605898623,0.3311599351876038,1.852570032822109,-1.7714552065439457,0.6717747425540982,-0.46280379111747855,0.18025965118255613,-1.7916383685604387
